source,slug,subtopico,lote,issue_codes
"supabase","educa-pb-enfermagem-nocoes-de-fisiologia-1775448599930-0","Verificação de Sinais Vitais","","molde_golden_rule_sem_rows"
"supabase","educa-pb-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344718151-2","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","educa-pb-enfermagem-processo-de-enfermagem-1776056149404-0","Processo de Enfermagem","","stub_markers;molde_golden_rule_sem_rows"
"supabase","educa-pb-enfermagem-processo-de-enfermagem-1776056181857-1","Processo de Enfermagem","","stub_markers;molde_golden_rule_sem_rows"
"supabase","educa-pb-enfermagem-processo-de-enfermagem-1780007246385-4","Procedimentos Diversos","","stub_markers"
"supabase","educa-pb-enfermagem-processo-de-enfermagem-1780007246385-5","Outras Doenças e Questões Mescladas sobre Doenças Transmissíveis","","stub_markers"
"supabase","educa-pb-enfermagem-processo-de-enfermagem-1780007246385-6","Segurança do Paciente","","stub_markers"
"supabase","educa-pb-enfermagem-processo-de-enfermagem-1780007246385-7","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","educa-pb-enfermagem-processo-de-enfermagem-1780007246385-8","Urgências e Emergências","","stub_markers"
"supabase","educa-pb-enfermagem-processo-de-enfermagem-1780007246385-9","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","educa-pb-enfermagem-processo-de-enfermagem-1780008197597-0","Outras Questões e Questões Mescladas sobre Doenças Crônicas Não Transmissíveis","","stub_markers"
"supabase","educa-pb-enfermagem-processo-de-enfermagem-1780008197597-1","Epidemiologia e Vigilância Epidemiológica","","stub_markers"
"supabase","educa-pb-enfermagem-urgencias-e-emergencias-1777104070286-6","Urgências e Emergências","","stub_markers"
"supabase","facape-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056624615-9","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","facet-enfermagem-processo-de-enfermagem-1776056129848-8","Procedimentos Diversos","","stub_markers"
"supabase","facet-enfermagem-urgencias-e-emergencias-1777103976379-2","Urgências e Emergências","","stub_markers"
"supabase","facet-enfermagem-urgencias-e-emergencias-1777103976379-3","Urgências e Emergências","","stub_markers"
"supabase","facet-geral-urgencias-e-emergencias-1777103976379-4","Urgências e Emergências","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009379028-6","Outras Questões e Questões Mescladas sobre Doenças Crônicas Não Transmissíveis","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009379028-7","Outras Doenças e Questões Mescladas sobre Doenças Transmissíveis","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009379028-9","Saúde da Mulher","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009386446-0","Mobilização e Posicionamento do Paciente","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009386446-1","Segurança do Paciente","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009386446-3","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009386446-4","Saúde Mental","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009386446-5","Saúde da Criança","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009386446-6","Saúde da Mulher","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009386446-7","Promoção à Saúde e Prevenção de Agravos","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009386446-9","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009392850-0","Atenção Básica / Saúde da Família","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009392850-1","Saúde da Mulher","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009392850-3","Saúde da Mulher","","stub_markers"
"supabase","fafipa-enfermagem-processo-de-enfermagem-1780009392850-4","Saúde da Criança","","stub_markers"
"supabase","fau-unicentro-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056309743-0","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056309743-1","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056309743-2","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056309743-5","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056309743-6","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-epidemiologia-e-vigilancia-epidemiologica-1779563608452-3","Imunização","","molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-imunizacao-1779563970889-5","Imunização","","molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-imunizacao-1779564040128-3","Imunização","","molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-imunizacao-1779564044052-5","Imunização","","molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-imunizacao-1779572180830-7","Imunização","","molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-nocoes-de-fisiologia-1775448586547-5","Verificação de Sinais Vitais","","molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344718151-0","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344742779-6","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1776056129848-3","Processo de Enfermagem","","stub_markers;molde_golden_rule_sem_rows"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002217274-5","Outras Questões e Questões Mescladas sobre Doenças Crônicas Não Transmissíveis","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002217274-6","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002217274-8","Saúde da Mulher","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002217274-9","Enfermagem em Central de Material e Esterilização (CME)","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002375665-1","Noções de Fisiologia","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002375665-2","Urgências e Emergências","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002375665-3","Segurança do Paciente","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002375665-4","Verificação de Sinais Vitais","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002375665-5","Verificação de Sinais Vitais","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002375665-6","Urgências e Emergências","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002375665-7","Urgências e Emergências","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002375665-8","Procedimentos Diversos","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002375665-9","Saúde da Mulher","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002549800-5","Noções de Fisiologia","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002549800-6","Saúde da Mulher","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002549800-7","Outras Questões e Questões Mescladas sobre Doenças Crônicas Não Transmissíveis","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002549800-8","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002549800-9","Atenção Básica / Saúde da Família","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002704012-0","Noções de Fisiologia","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002704012-1","Saúde da Mulher","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002704012-2","Doenças Virais de Interesse Epidemiológico (Covid, Influenza, Sarampo, Polio etc.)","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002704012-3","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002704012-4","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002704012-5","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002704012-6","Doenças Virais de Interesse Epidemiológico (Covid, Influenza, Sarampo, Polio etc.)","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002704012-7","Segurança do Paciente","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002704012-8","Saúde Mental","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780002704012-9","Urgências e Emergências","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009366805-0","Verificação de Sinais Vitais","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009366805-1","Doenças Virais de Interesse Epidemiológico (Covid, Influenza, Sarampo, Polio etc.)","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009366805-2","Processo de Enfermagem","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009366805-4","Urgências e Emergências","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009366805-5","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009366805-6","Saúde da Mulher","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009366805-7","Urgências e Emergências","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009366805-8","Saúde da Mulher","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009366805-9","Processo de Enfermagem","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009379028-0","Saúde da Mulher","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009379028-3","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009379028-4","Saúde da Criança","","stub_markers"
"supabase","fau-unicentro-enfermagem-processo-de-enfermagem-1780009379028-5","Enfermagem em Central de Material e Esterilização (CME)","","stub_markers"
"supabase","fau-unicentro-enfermagem-urgencias-e-emergencias-1777104031822-3","Urgências e Emergências","","stub_markers"
"supabase","fau-unicentro-enfermagem-urgencias-e-emergencias-1777104031822-4","Urgências e Emergências","","stub_markers"
"supabase","fau-unicentro-enfermagem-verificacao-de-sinais-vitais-1779344117207-8","Verificação de Sinais Vitais","","molde_concept_map_sem_items;molde_logic_flow_sem_steps"
"supabase","fauel-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056318806-2","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fauel-enfermagem-nocoes-de-fisiologia-1775448615466-4","Verificação de Sinais Vitais","","molde_golden_rule_sem_rows"
"supabase","fauel-enfermagem-nutricao-aplicada-a-enfermagem-1777102879099-5","Instalação e Manejo de Sondas","","molde_golden_rule_sem_rows"
"supabase","fauel-enfermagem-urgencias-e-emergencias-1777104018306-9","Urgências e Emergências","","stub_markers"
"supabase","fauel-enfermagem-urgencias-e-emergencias-1777104024064-0","Urgências e Emergências","","stub_markers"
"supabase","fauel-enfermagem-verificacao-de-sinais-vitais-1779343822075-5","Verificação de Sinais Vitais","","molde_concept_map_sem_items;molde_logic_flow_sem_steps"
"supabase","fauel-enfermagem-verificacao-de-sinais-vitais-1779343945057-0","Verificação de Sinais Vitais","","molde_concept_map_sem_items;molde_logic_flow_sem_steps"
"supabase","fcc-enfermagem-imunizacao-1777103264001-4","Imunização","","molde_golden_rule_sem_rows"
"supabase","fcc-enfermagem-processo-de-enfermagem-1776056140199-5","Processo de Enfermagem","","stub_markers;molde_golden_rule_sem_rows"
"supabase","fcm-enfermagem-imunizacao-1779564096589-1","Imunização","","molde_golden_rule_sem_rows"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004602717-2","Verificação de Sinais Vitais","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004602717-3","Oxigenoterapia e Cuidados Respiratórios","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004602717-4","Doenças Respiratórias Crônicas (Asma, DPOC)","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004602717-6","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004602717-7","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004602717-8","Enfermagem do Trabalho","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004602717-9","Saúde da Mulher","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004628956-0","Saúde da Criança","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004628956-1","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004628956-2","Oxigenoterapia e Cuidados Respiratórios","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004628956-3","Outras Questões e Questões Mescladas sobre Doenças Crônicas Não Transmissíveis","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004628956-4","Instalação e Manejo de Sondas","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004628956-5","Urgências e Emergências","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004628956-6","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004628956-9","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004906875-1","Segurança do Paciente","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004906875-2","Enfermagem em Centro Cirúrgico","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004906875-3","Enfermagem em Centro Cirúrgico","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004906875-4","Procedimentos Diversos","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004906875-5","Enfermagem em Central de Material e Esterilização (CME)","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004906875-6","Enfermagem em Central de Material e Esterilização (CME)","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004906875-7","Enfermagem em Central de Material e Esterilização (CME)","","stub_markers"
"supabase","fcpc-enfermagem-processo-de-enfermagem-1780004906875-8","Enfermagem em Central de Material e Esterilização (CME)","","stub_markers"
"supabase","fenix-instituto-enfermagem-nocoes-de-anatomia-1775447762008-6","Urgências e Emergências","","molde_danger_zone_sem_correct"
"supabase","fenix-instituto-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056600234-6","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fenix-instituto-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056641612-4","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780001790945-9","Verificação de Sinais Vitais","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780001846202-0","Mobilização e Posicionamento do Paciente","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780001846202-1","Outras Doenças e Questões Mescladas sobre Doenças Transmissíveis","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780001846202-2","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780001846202-3","Enfermagem em Central de Material e Esterilização (CME)","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780001846202-4","Verificação de Sinais Vitais","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780001846202-5","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780001846202-6","Urgências e Emergências","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780001846202-7","Oxigenoterapia e Cuidados Respiratórios","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780001846202-8","Outras Questões e Questões Mescladas sobre Doenças Crônicas Não Transmissíveis","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780001903454-0","Outras Questões e Questões Mescladas sobre Doenças Crônicas Não Transmissíveis","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006456417-9","Verificação de Sinais Vitais","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006471061-0","Oxigenoterapia e Cuidados Respiratórios","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006471061-1","Enfermagem em Central de Material e Esterilização (CME)","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006471061-2","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006471061-3","Epidemiologia e Vigilância Epidemiológica","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006471061-4","Procedimentos Diversos","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006471061-5","Verificação de Sinais Vitais","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006471061-6","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006471061-8","Mobilização e Posicionamento do Paciente","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006471061-9","Cálculo de Administração de Medicamentos e Infusões","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006480333-0","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006480333-1","Urgências e Emergências","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006480333-2","Doenças Parasitárias e Zoonoses","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006480333-3","Processo de Enfermagem","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006480333-4","Processamento de Artigos e Produtos de Saúde","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006480333-5","Processo de Enfermagem","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006480333-6","Doenças Bacterianas e Fúngicas (Tuberculose, Tétano, Candidíase etc.)","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006480333-7","Doenças Bacterianas e Fúngicas (Tuberculose, Tétano, Candidíase etc.)","","stub_markers"
"supabase","fenix-instituto-enfermagem-processo-de-enfermagem-1780006480333-8","Doenças Virais de Interesse Epidemiológico (Covid, Influenza, Sarampo, Polio etc.)","","stub_markers"
"supabase","fenix-instituto-enfermagem-promocao-a-saude-e-prevencao-de-agravos-1779563858390-3","Imunização","","molde_golden_rule_sem_rows"
"supabase","fepese-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056284398-3","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fepese-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056284398-4","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fepese-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056309743-3","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fepese-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056309743-4","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fepese-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056318806-3","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fepese-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056318806-5","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fepese-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056318806-6","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fepese-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344707320-0","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780002110600-7","Cálculo de Administração de Medicamentos e Infusões","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780002110600-8","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780002110600-9","Outras Questões e Questões Mescladas sobre Doenças Crônicas Não Transmissíveis","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780002217274-1","Outras Questões e Questões Mescladas sobre Doenças Crônicas Não Transmissíveis","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780002217274-2","Saúde da Mulher","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780002217274-3","Urgências e Emergências","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780002217274-4","Urgências e Emergências","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780004602717-0","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780004602717-1","Verificação de Sinais Vitais","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780008232871-6","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780008232871-7","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780008232871-8","Saúde da Mulher","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780008241722-0","Outras Questões e Questões Mescladas sobre Doenças Crônicas Não Transmissíveis","","stub_markers"
"supabase","fepese-enfermagem-processo-de-enfermagem-1780008241722-1","Coleta de Exames Laboratoriais","","stub_markers"
"supabase","fepese-enfermagem-urgencias-e-emergencias-1777103988389-9","Urgências e Emergências","","stub_markers"
"supabase","fepese-enfermagem-urgencias-e-emergencias-1777103994618-0","Urgências e Emergências","","stub_markers"
"supabase","fepese-enfermagem-urgencias-e-emergencias-1777103994618-1","Urgências e Emergências","","stub_markers"
"supabase","fepese-enfermagem-verificacao-de-sinais-vitais-1779344237445-7","Verificação de Sinais Vitais","","molde_concept_map_sem_items;molde_logic_flow_sem_steps"
"supabase","fgv-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056284398-5","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056284398-6","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056301382-0","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-cuidados-na-administracao-de-medicamentos-1778969258148-3","Vias de Administração","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-imunizacao-1779563992006-8","Imunização","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-imunizacao-1779564053668-6","Imunização","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-infeccoes-sexualmente-transmissiveis-ists-1779572159431-6","Infecções Sexualmente Transmissíveis (ISTs)","","molde_concept_map_sem_items"
"supabase","fgv-enfermagem-nocoes-de-fisiologia-1775448599930-5","Verificação de Sinais Vitais","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056624615-1","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056641612-1","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056694842-2","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056694842-4","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056709494-9","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344667377-2","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344667377-5","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344688622-8","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344742779-0","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344742779-2","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","fgv-enfermagem-processo-de-enfermagem-1780001988576-4","Enfermagem do Trabalho","","stub_markers"
"supabase","fgv-enfermagem-processo-de-enfermagem-1780001988576-5","Infecções no Contexto da Biossegurança","","stub_markers"
"supabase","fgv-enfermagem-processo-de-enfermagem-1780001988576-6","Enfermagem do Trabalho","","stub_markers"
"supabase","fgv-enfermagem-processo-de-enfermagem-1780001988576-7","Enfermagem do Trabalho","","stub_markers"
"supabase","fgv-enfermagem-processo-de-enfermagem-1780001988576-8","Enfermagem do Trabalho","","stub_markers"
